Internal ID,Name,Display Name,Description,Type,Sales Type,CATEGORY,SUB-CATEGORY,PROFIT CENTER,BRAND
2336,1410150000115,RM TIMIRON SUPER VIOLET,,Inventory Item,,Nail Care,,CNAI01,
2337,1410150000116,RM CLOISSONNE NU ANTIQUEGREEN,,Inventory Item,,Nail Care,,CNAI01,
2338,1410150000117,RM TIMIRON SUPERSHEEN MP1001,,Inventory Item,,Nail Care,,CNAI01,
2339,1410150000118,RM CLOISSONNE RED 424C,,Inventory Item,,Nail Care,,CNAI01,
2340,1410150000119,RM CLOISSONNE VIOLET,,Inventory Item,,Nail Care,,CNAI01,
2341,1410150000120,RM CLOISSONNE BLUE 626C,,Inventory Item,,Nail Care,,CNAI01,
2342,1410150000121,RM COLORONA PATINA GOLD,,Inventory Item,,Nail Care,,CNAI01,
2343,1410150000122,RM RONASTAR NOBLE SPARK,,Inventory Item,,Nail Care,,CNAI01,
2344,1410150000123,RM CHROMA-LITE BRONZE CL4499,,Inventory Item,,Nail Care,,CNAI01,
2345,1410150000124,RM CHROMA-LITE BLACK 4498,,Inventory Item,,Nail Care,,CNAI01,
2346,1410150000125,RM CLOISSONNE GREEN,,Inventory Item,,Nail Care,,CNAI01,
2347,1410150000126,RM RONAFLAIR MICA M,,Inventory Item,,Nail Care,,CNAI01,
2348,1410150000127,RM CLOISSONNE NU ANTIQUE GOLD,,Inventory Item,,Nail Care,,CNAI01,
2349,1410150000128,RM DEEP BURGUNDY 59P 062X0125X001,,Inventory Item,,Nail Care,,CNAI01,
2350,1410150000129,RM FIRE RED 10P 062X0125,,Inventory Item,,Nail Care,,CNAI01,
2351,1410150000130,RM LAVANDER 26P 062X0125,,Inventory Item,,Nail Care,,CNAI01,
2352,1410150000131,RM ROYAL BLUE 15P 062X0125,,Inventory Item,,Nail Care,,CNAI01,
2353,1410150000132,RM CLOISSONE MONARCH GOLD,,Inventory Item,,Nail Care,,CNAI01,
2354,1410150000133,RM CLOISSONE NU ANT ROUGE FLAMBE,,Inventory Item,,Nail Care,,CNAI01,
2355,1410150000134,RM CLOISSONE NU ANT SUPER GREEN,,Inventory Item,,Nail Care,,CNAI01,
2356,1410150000135,RM CLOISSONE ROUGE FLAMBE,,Inventory Item,,Nail Care,,CNAI01,
2357,1410150000136,RM FLAMENCO SATIN GOLD,,Inventory Item,,Nail Care,,CNAI01,
2358,1410150000137,RM FLAMENCO TWILIGHT GOLD,,Inventory Item,,Nail Care,,CNAI01,
2359,1410150000138,RM TIMICA GOLD SPARKLE,,Inventory Item,,Nail Care,,CNAI01,
2360,1410150000139,RM FLAMENCO PEARL,,Inventory Item,,Nail Care,,CNAI01,
15335,1410150000140,RM ACETONE,,Inventory Item,,Nail Care,,CNAI01,
15336,1410150000141,RM ETHYL ACETATE,,Inventory Item,,Nail Care,,CNAI01,
15337,1410150000142,RM INDUSTRIAL SOLVENT (EA),,Inventory Item,,HHH - Industrial,,CIND01,
15338,1410150000143,RM ISOPROPYL ALCOHOL,,Inventory Item,,Nail Care,,CNAI01,
15435,1410150000144,RM NORMAL BUTYL ACETATE,,Inventory Item,,Nail Care,,CNAI01,
2422,1410150000145,RM PROPYLENE CARBONATE,,Inventory Item,,Nail Care,,CNAI01,
15436,1410150000146,RM ETHYL ALCOHOL,,Inventory Item,,Make-up,,CMAK01,
15437,1410150000147,RM DENATURED ETHYL ALCOHOL,,Inventory Item,,HHH - Retail,,CRET01,
3269,1410150000148,RM MUSCOL,,Inventory Item,,Private Label,,CPRI01,
3270,1410150000149,RM EDTA,,Inventory Item,,Nail Care,,CNAI01,
3271,1410150000150,RM CARBON BLACK TFCDF 698,,Inventory Item,,Nail Care,,CNAI01,
3272,1410150000151,RM BLUE 684,,Inventory Item,,Nail Care,,CNAI01,
3273,1410150000152,RM GOLDEN BRONZE SLURRY 468,,Inventory Item,,Nail Care,,CNAI01,
3274,1410150000153,RM COPPER SLURRY 460,,Inventory Item,,Nail Care,,CNAI01,
3275,1410150000154,RM ALUM SLURRY 363,,Inventory Item,,Nail Care,,CNAI01,
3276,1410150000155,RM MAROON 683,,Inventory Item,,Nail Care,,CNAI01,
3277,1410150000156,RM RED 686,,Inventory Item,,Nail Care,,CNAI01,
3278,1410150000157,RM RED 690,,Inventory Item,,Nail Care,,CNAI01,
3279,1410150000158,RM RED 692,,Inventory Item,,Nail Care,,CNAI01,
3280,1410150000159,RM WHITE 781,,Inventory Item,,Nail Care,,CNAI01,
3281,1410150000160,RM YELLOW 682,,Inventory Item,,Nail Care,,CNAI01,
3282,1410150000161,RM BLACK 7788,,Inventory Item,,Nail Care,,CNAI01,
3283,1410150000162,RM BLUE 7786,,Inventory Item,,Nail Care,,CNAI01,
3284,1410150000163,RM COPPER 6936,,Inventory Item,,Nail Care,,CNAI01,
3285,1410150000164,RM SO BITTER 14189,,Inventory Item,,Nail Care,,CNAI01,
3286,1410150000165,RM GEL LIKE TOP COAT,,Inventory Item,,Nail Care,,CNAI01,
3287,1410150000166,RM SERUM SPA,,Inventory Item,,Nail Care,,CNAI01,
3288,1410150000167,RM BB NAILS,,Inventory Item,,Nail Care,,CNAI01,
3289,1410150000168,RM HONEY SERUM,,Inventory Item,,Nail Care,,CNAI01,
3290,1410150000169,RM XTREME GLOSS,,Inventory Item,,Nail Care,,CNAI01,
3291,1410150000170,RM NAILPOLISH REFRESHENER,,Inventory Item,,Nail Care,,CNAI01,
3292,1410150000171,RM CC NAIL,,Inventory Item,,Nail Care,,CNAI01,
3293,1410150000172,RM PEEL OFF BASE COAT,,Inventory Item,,Nail Care,,CNAI01,
3294,1410150000173,RM INTENSIVE CARE OIL,,Inventory Item,,Nail Care,,CNAI01,
3295,1410150000174,RM DIAMOND STRENGTHENER 14557,,Inventory Item,,Nail Care,,CNAI01,
3296,1410150000175,RM HOLOPRISM SOLUTION 7819,,Inventory Item,,Nail Care,,CNAI01,
3297,1410150000176,RM GOLDEN BRONZE 6804 (BASE 6804),,Inventory Item,,Nail Care,,CNAI01,
3298,1410150000177,RM METAL SOLUTION 5504 (BASE 5504),,Inventory Item,,Nail Care,,CNAI01,
3299,1410150000178,RM C13/49296 GREEN,,Inventory Item,,Nail Care,,CNAI01,
3300,1410150000179,RM C13/48332 BLACK,,Inventory Item,,Nail Care,,CNAI01,
3301,1410150000180,RM C13/49299 GRAY,,Inventory Item,,Nail Care,,CNAI01,
3302,1410150000181,RM C13/49002 BLUE,,Inventory Item,,Nail Care,,CNAI01,
3303,1410150000182,RM C13/48335 PLUM,,Inventory Item,,Nail Care,,CNAI01,
3304,1410150000183,RM C13/49276 PURPLE,,Inventory Item,,Nail Care,,CNAI01,
3305,1410150000184,RM C13/49314 BLUE GREEN,,Inventory Item,,Nail Care,,CNAI01,
3306,1410150000185,RM C13/49277 MINT GREEN,,Inventory Item,,Nail Care,,CNAI01,
3307,1410150000186,RM C13/48941 YELLOW,,Inventory Item,,Nail Care,,CNAI01,
3308,1410150000187,RM C13/49315 PINK,,Inventory Item,,Nail Care,,CNAI01,
3309,1410150000188,RM RED 7781,,Inventory Item,,Nail Care,,CNAI01,
3310,1410150000189,RM RED 7782,,Inventory Item,,Nail Care,,CNAI01,
3311,1410150000190,RM RED 7790,,Inventory Item,,Nail Care,,CNAI01,
3312,1410150000191,RM NQ BLUE C11/39910,,Inventory Item,,Nail Care,,CNAI01,
3313,1410150000192,RM NQ BRONZE C11/39982,,Inventory Item,,Nail Care,,CNAI01,
3314,1410150000193,RM NQ GREEN C11/40094,,Inventory Item,,Nail Care,,CNAI01,
3315,1410150000194,RM NQ SILVER C11/39936,,Inventory Item,,Nail Care,,CNAI01,
3316,1410150000195,RM NQ VIOLET C11/39992,,Inventory Item,,Nail Care,,CNAI01,
3317,1410150000196,RM TAN 18112,,Inventory Item,,Nail Care,,CNAI01,
3318,1410150000197,RM YELLOW 7785,,Inventory Item,,Nail Care,,CNAI01,
3319,1410150000198,RM BBO 4041,,Inventory Item,,Nail Care,,CNAI01,
3321,1410150000201,RM GELOOK #132,,Inventory Item,,Nail Care,,CNAI01,
3322,1410150000202,RM GELOOK #133,,Inventory Item,,Nail Care,,CNAI01,
3323,1410150000203,RM GELOOK #134,,Inventory Item,,Nail Care,,CNAI01,
3324,1410150000204,RM GELOOK #135,,Inventory Item,,Nail Care,,CNAI01,
3325,1410150000205,RM GELOOK #136,,Inventory Item,,Nail Care,,CNAI01,
3326,1410150000206,RM MUTLICHROMES C13/46220,,Inventory Item,,Nail Care,,CNAI01,
3327,1410150000207,RM MUTLICHROMES C13/46219,,Inventory Item,,Nail Care,,CNAI01,
3328,1410150000208,RM MUTLICHROMES C13/46218,,Inventory Item,,Nail Care,,CNAI01,
3329,1410150000209,RM MUTLICHROMES C13/46217,,Inventory Item,,Nail Care,,CNAI01,
3330,1410150000210,RM MUTLICHROMES C13/46210,,Inventory Item,,Nail Care,,CNAI01,
3331,1410150000211,RM MUTLICHROMES C13/46299,,Inventory Item,,Nail Care,,CNAI01,
3332,1410150000212,RM PETALES C14/53022,,Inventory Item,,Nail Care,,CNAI01,
3333,1410150000213,RM PETALES C14/53023,,Inventory Item,,Nail Care,,CNAI01,
3334,1410150000214,RM PETALES C15/57047,,Inventory Item,,Nail Care,,CNAI01,
3335,1410150000215,RM LIBERTY C13/46355,,Inventory Item,,Nail Care,,CNAI01,
3336,1410150000216,RM TIMIRON NAILSYN PLATINA,,Inventory Item,,Nail Care,,CNAI01,
3337,1410150000217,RM BLUE 18431,,Inventory Item,,Nail Care,,CNAI01,
3338,1410150000218,RM VIOLET 18432,,Inventory Item,,Nail Care,,CNAI01,
3339,1410150000219,RM MATTE BASE 156,,Inventory Item,,Nail Care,,CNAI01,
3340,1410150000220,RM CLEAR BASE 056,,Inventory Item,,Nail Care,,CNAI01,
3341,1410150000221,RM CLEAR W/ KERATIN 9343,,Inventory Item,,Nail Care,,CNAI01,
3343,1410150000223,RM BASE W/ KERATIN 7930,,Inventory Item,,Nail Care,,CNAI01,
3344,1410150000224,RM SUSPENSION BASE,,Inventory Item,,Nail Care,,CNAI01,
3345,1410150000225,RM CLEAR RM BASE 9377,,Inventory Item,,Nail Care,,CNAI01,
3346,1410150000226,RM BASE GLITTER 5958,,Inventory Item,,Nail Care,,CNAI01,
3347,1410150000227,RM SUSPENSION BASE,,Inventory Item,,Nail Care,,CNAI01,
3348,1410150000228,RM RED 18107,,Inventory Item,,Nail Care,,CNAI01,
3349,1410150000229,RM RED 18106,,Inventory Item,,Nail Care,,CNAI01,
3350,1410150000230,RM WHITE 18118,,Inventory Item,,Nail Care,,CNAI01,
3351,1410150000231,RM BASE 3D SHINE 201,,Inventory Item,,Nail Care,,CNAI01,
3352,1410150000232,RM CERAMIC 216.717.173,,Inventory Item,,Nail Care,,CNAI01,
3353,1410150000233,RM CERAMIC 216.718.173,,Inventory Item,,Nail Care,,CNAI01,
3354,1410150000234,RM CERAMIC 216.719.173,,Inventory Item,,Nail Care,,CNAI01,
3355,1410150000235,RM CERAMIC 216.720.173,,Inventory Item,,Nail Care,,CNAI01,
3356,1410150000236,RM CERAMIC 215.816.173,,Inventory Item,,Nail Care,,CNAI01,
3357,1410150000237,RM CERAMIC 215.819.173,,Inventory Item,,Nail Care,,CNAI01,
3358,1410150000238,RM METAL CRASH 212.381.398,,Inventory Item,,Nail Care,,CNAI01,
3359,1410150000239,RM PASTEL DOTS 213.237.398,,Inventory Item,,Nail Care,,CNAI01,
3360,1410150000240,RM ICE CRYSTAL 213.777.155,,Inventory Item,,Nail Care,,CNAI01,
3361,1410150000241,RM MIRROR 216.018.132,,Inventory Item,,Nail Care,,CNAI01,
3362,1410150000242,RM MUSIC RAINBOW 29.003.298,,Inventory Item,,Nail Care,,CNAI01,
3363,1410150000243,RM YELLOW 18114,,Inventory Item,,Nail Care,,CNAI01,
3364,1410150000244,RM BLUE 18115,,Inventory Item,,Nail Care,,CNAI01,
3365,1410150000245,RM RED 18109,,Inventory Item,,Nail Care,,CNAI01,
3366,1410150000246,RM BASE GLITTER 14757,,Inventory Item,,Nail Care,,CNAI01,
3367,1410150000247,RM PEEL-OFF NAIL MASK 218627,,Inventory Item,,Nail Care,,CNAI01,
3368,1410150000248,RM BASE 2IN1 QUICK DRY TOPCOAT,,Inventory Item,,Nail Care,,CNAI01,
3369,1410150000249,RM RED 20323,,Inventory Item,,Nail Care,,CNAI01,
3370,1410150000250,RM POWER PLAY ZUMBA T221442,,Inventory Item,,Nail Care,,CNAI01,
3371,1410150000251,RM BASE COAT 118,,Inventory Item,,Nail Care,,CNAI01,
3372,1410150000252,RM MULTIFUNCTIONAL NAILCARE T220387,,Inventory Item,,Nail Care,,CNAI01,
3373,1410150000253,RM CETYL ALCOHOL,,Inventory Item,,Nail Care,,CNAI01,
3374,1410150000254,RM STEARIC ACID,,Inventory Item,,Nail Care,,CNAI01,
3375,1410150000255,RM CRODURET 50SS,,Inventory Item,,Nail Care,,CNAI01,
3376,1410150000256,RM POLYSORBATE 20,,Inventory Item,,HHH - Industrial,,CIND01,
3377,1410150000257,RM POLYSORBATE 80,,Inventory Item,,HHH - Industrial,,CIND01,
3378,1410150000258,RM MAGNESIUM CARBONATE,,Inventory Item,,Nail Care,,CNAI01,
3379,1410150000259,RM BETAFIN BP20,,Inventory Item,,Make-up,,CMAK01,
3380,1410150000260,RM ZINC STEARATE,,Inventory Item,,Nail Care,,CNAI01,
3381,1410150000261,RM ALOE VERA GEL,,Inventory Item,,HHH - Industrial,,CIND01,
3382,1410150000262,RM D-PANTHENOL 50P,,Inventory Item,,Nail Care,,CNAI01,
3383,1410150000263,RM GLYCERINE (STEARAMIDE RG),,Inventory Item,,HHH - Industrial,,CIND01,
3384,1410150000264,RM ISOPROPYL MYRISTATE,,Inventory Item,,Nail Care,,CNAI01,
3385,1410150000265,RM DUB IPP,,Inventory Item,,Nail Care,,CNAI01,
3386,1410150000266,RM JEELAN M16,,Inventory Item,,Nail Care,,CNAI01,
3387,1410150000267,RM JOJOBA OIL,,Inventory Item,,Nail Care,,CNAI01,
3388,1410150000268,RM PENTAVITIN,,Inventory Item,,Nail Care,,CNAI01,
3389,1410150000269,RM PROPYLENE GLYCOL (STEARAMIDE GP),,Inventory Item,,Nail Care,,CNAI01,
3390,1410150000270,RM SODIUM PCA,,Inventory Item,,Nail Care,,CNAI01,
3391,1410150000271,RM TSF 451350,,Inventory Item,,Nail Care,,CNAI01,
15438,1410150000272,RM MINERAL OIL,,Inventory Item,,Nail Care,,CNAI01,
3393,1410150000273,RM MULTIOIL,,Inventory Item,,Make-up,,CMAK01,
3394,1410150000274,RM M-HYDRO EG,,Inventory Item,,Make-up,,CMAK01,
3395,1410150000275,RM JEELAN M16 (VILVANOLIN),,Inventory Item,,Nail Care,,CNAI01,
3396,1410150000276,RM POTASSIUM HYDROXIDE,,Inventory Item,,Nail Care,,CNAI01,
3397,1410150000277,RM MENTHOL CRYSTAL,,Inventory Item,,Nail Care,,CNAI01,
3398,1410150000278,RM LEMONGRASS OIL,,Inventory Item,,Nail Care,,CNAI01,
3399,1410150000279,RM POTASSIUM ALUM POWDER,,Inventory Item,,Nail Care,,CNAI01,
2369,1410150000280,RM ALUM CHLOROHYDRATE,,Inventory Item,,Nail Care,,CNAI01,
3401,1410150000281,RM D-LIMONENE,,Inventory Item,,Nail Care,,CNAI01,
3402,1410150000282,RM PEPPERMINT OIL,,Inventory Item,,Nail Care,,CNAI01,
3403,1410150000283,RM AQUA FF 23692,,Inventory Item,,HHH - Industrial,,CIND01,
3404,1410150000284,RM BUBBLE GUM TC 22269,,Inventory Item,,Private Label,,CPRI01,
3405,1410150000285,RM CHIC MOD 22520,,Inventory Item,,Nail Care,,CNAI01,
3406,1410150000286,RM COOL FREESIA 21500,,Inventory Item,,HHH - Industrial,,CIND01,
3407,1410150000287,RM APPLE 21483,,Inventory Item,,HHH - Industrial,,CIND01,
3408,1410150000288,RM FRESH OA 20034,,Inventory Item,,HHH - Industrial,,CIND01,
3409,1410150000289,RM GRAPEFRUIT EO 3713,,Inventory Item,,HHH - Industrial,,CIND01,
3410,1410150000290,RM GUMMY BUN TC 22267,,Inventory Item,,Private Label,,CPRI01,
3411,1410150000291,RM ICELAND 3,,Inventory Item,,Private Label,,CPRI01,
3412,1410150000292,RM MEGA MELON 7,,Inventory Item,,Private Label,,CPRI01,
3413,1410150000293,RM PHILORANGE 2,,Inventory Item,,HHH - Retail,,CRET01,
3414,1410150000294,RM PINE SCENT C3301,,Inventory Item,,Nail Care,,CNAI01,
3415,1410150000295,RM GRAPEFRUIT OA20035,,Inventory Item,,HHH - Industrial,,CIND01,
3416,1410150000296,RM SAY YES S04557,,Inventory Item,,HHH - Industrial,,CIND01,
3417,1410150000297,RM UNLIMITED TYPE,,Inventory Item,,Private Label,,CPRI01,
3418,1410150000298,RM ROSEMARY TUNISIAN OIL,,Inventory Item,,Private Label,,CPRI01,
3419,1410150000299,RM BERRY LIP,,Inventory Item,,Make-up,,CMAK01,
3420,1410150000300,RM CANTALOUPE S-05331,,Inventory Item,,Private Label,,CPRI01,
3421,1410150000301,RM VANILLA LACE 27119,,Inventory Item,,Private Label,,CPRI01,
3422,1410150000302,RM GCRA 27648,,Inventory Item,,HHH - Retail,,CRET01,
3423,1410150000303,RM BEAUTIFUL DAY 27589,,Inventory Item,,Make-up,,CMAK01,
3424,1410150000304,RM A THOUSAND WISHES 27588,,Inventory Item,,Make-up,,CMAK01,
3425,1410150000305,RM BE JOYFUL 27775,,Inventory Item,,Make-up,,CMAK01,
3426,1410150000306,RM NUCO 5,,Inventory Item,,Private Label,,CPRI01,
3427,1410150000307,RM SAFEWHITE,,Inventory Item,,Private Label,,CPRI01,
3428,1410150000308,RM APPLE 21483/2,,Inventory Item,,HHH - Industrial,,CIND01,
3429,1410150000309,RM TROPICO 3,,Inventory Item,,Nail Care,,CNAI01,
3430,1410150000310,RM LAVENDER FRESH 28842,,Inventory Item,,Private Label,,CPRI01,
3431,1410150000311,RM HAPPY HEART 71030,,Inventory Item,,Make-up,,CMAK01,
3432,1410150000312,RM LA PINK 70835,,Inventory Item,,Make-up,,CMAK01,
3433,1410150000313,RM UNO 70832,,Inventory Item,,Make-up,,CMAK01,
3434,1410150000314,RM SHINE 70828,,Inventory Item,,Make-up,,CMAK01,
3435,1410150000315,RM S-09898 OMEGA,,Inventory Item,,Make-up,,CMAK01,
3436,1410150000316,RM S-07751 DAISY FS,,Inventory Item,,Make-up,,CMAK01,
3437,1410150000317,RM RM ALPHA GOLDSTAR 1/8,,Inventory Item,,Nail Care,,CNAI01,
3438,1410150000318,RM ALPHA JEWELS 25M .008HEX,,Inventory Item,,Nail Care,,CNAI01,
3439,1410150000319,RM ALPHA JEWELS .035X.035HEX,,Inventory Item,,Nail Care,,CNAI01,
3440,1410150000320,RM ALPHA JEWELS .062X.0125HEX,,Inventory Item,,Nail Care,,CNAI01,
3441,1410150000321,RM BORDEUX 59P .006X.006,,Inventory Item,,Nail Care,,CNAI01,
3442,1410150000322,RM CHROME SILVER 1P .015HEX,,Inventory Item,,Nail Care,,CNAI01,
3443,1410150000323,RM ROYAL BLUE 15P .006X.006,,Inventory Item,,Nail Care,,CNAI01,
3444,1410150000324,RM CINNAMON 62P .015HEX,,Inventory Item,,Nail Care,,CNAI01,
3445,1410150000325,RM CRYSTALLINA #400 008HEX,,Inventory Item,,Nail Care,,CNAI01,
3446,1410150000326,RM CRYSTALLINA #422,,Inventory Item,,Nail Care,,CNAI01,
3447,1410150000327,RM DARK GOLD .015HEX,,Inventory Item,,Nail Care,,CNAI01,
3448,1410150000328,RM DARK GOLD 4P.004X.004HEX,,Inventory Item,,Nail Care,,CNAI01,
3449,1410150000329,RM DUSTY ROSE 45P.015HEX,,Inventory Item,,Nail Care,,CNAI01,
3450,1410150000330,"RM DUSTY ROSE 45P,.040HEX",,Inventory Item,,Nail Care,,CNAI01,
3451,1410150000331,RM EMERALD GREEN 20P.040X.001HEX,,Inventory Item,,Nail Care,,CNAI01,
3452,1410150000332,RM EMERALD GREEN 20P .008HEX,,Inventory Item,,Nail Care,,CNAI01,
3453,1410150000333,RM FUCHSIA 12P.094HEX,,Inventory Item,,Nail Care,,CNAI01,
3454,1410150000334,RM GUN METAL 35P.008HEX,,Inventory Item,,Nail Care,,CNAI01,
3455,1410150000335,RM LAVENDER 26P .004X.004HEX,,Inventory Item,,Nail Care,,CNAI01,
3456,1410150000336,RM LAVENDER 26P.0015HEX,,Inventory Item,,Nail Care,,CNAI01,
3457,1410150000337,RM LIGHT LAVENDER PEARL DAISY1/8,,Inventory Item,,Nail Care,,CNAI01,
3458,1410150000338,RM LIME GREEN PEARL STAR 1/8,,Inventory Item,,Nail Care,,CNAI01,
3459,1410150000339,RM MULTIPOLY 88P.008X.001HEX,,Inventory Item,,Nail Care,,CNAI01,
3460,1410150000340,RM MULTIPOLY 88P.040HEX,,Inventory Item,,Nail Care,,CNAI01,
3461,1410150000341,RM OCEAN SPRAY 52P .015HEX,,Inventory Item,,Nail Care,,CNAI01,
3462,1410150000342,RM DARK GOLD POLYFLAKES .008HEX,,Inventory Item,,Nail Care,,CNAI01,
3463,1410150000343,RM SALMON PINK 27P.008HEX,,Inventory Item,,Nail Care,,CNAI01,
3464,1410150000344,RM SALMON PINK 27P.015HEX,,Inventory Item,,Nail Care,,CNAI01,
3465,1410150000345,RM BRILLIANT PINK 27P.035X.004,,Inventory Item,,Nail Care,,CNAI01,
3466,1410150000346,RM SALMON PINK 27P.062X.125HEX,,Inventory Item,,Nail Care,,CNAI01,
3467,1410150000347,RM SALMON PINK HEART 1/8,,Inventory Item,,Nail Care,,CNAI01,
3468,1410150000348,RM SALMON PINK BUTTERFLY 1/8,,Inventory Item,,Nail Care,,CNAI01,
3469,1410150000349,RM SILVER 1UP .002X.002,,Inventory Item,,Nail Care,,CNAI01,
3470,1410150000350,RM SILVER 1P POLYURETHANE .040HEX,,Inventory Item,,Nail Care,,CNAI01,
3471,1410150000351,RM SILVER 1P POLYURETHANE .035X.004,,Inventory Item,,Nail Care,,CNAI01,
3472,1410150000352,RM SILVER 1P POLYURETHANE .004HEX,,Inventory Item,,Nail Care,,CNAI01,
3473,1410150000353,RM STRATOSPHERE 51P.040HEX,,Inventory Item,,Nail Care,,CNAI01,
3474,1410150000354,RM WEST BLUE 66P.015X.001HEX,,Inventory Item,,Nail Care,,CNAI01,
3475,1410150000355,RM WEST BLUE 66P.040X.001HEX,,Inventory Item,,Nail Care,,CNAI01,
3476,1410150000356,RM WHITE PC77 TIO2 .040HEX,,Inventory Item,,Nail Care,,CNAI01,
3477,1410150000357,RM WHITE 77P 062X0125HEX,,Inventory Item,,Nail Care,,CNAI01,
3478,1410150000358,RM JET BLACK 36P .040HEX,,Inventory Item,,Nail Care,,CNAI01,
3479,1410150000359,RM BRILLIANT PINK 27P 040HEX,,Inventory Item,,Nail Care,,CNAI01,
3480,1410150000360,RM ELECTRIC MAGENTA 12PE 040HEX,,Inventory Item,,Nail Care,,CNAI01,
3481,1410150000361,RM ROYAL BLUE 15P 040HEX,,Inventory Item,,Nail Care,,CNAI01,
3482,1410150000362,RM JET BLACK 36P .062X.0125HEX,,Inventory Item,,Nail Care,,CNAI01,
3483,1410150000363,RM DARK GOLD POLYFLAKES .008HEX,,Inventory Item,,Nail Care,,CNAI01,
3484,1410150000364,RM SHARON ULTRA SPARKLE RED 7400H,,Inventory Item,,Nail Care,,CNAI01,
3485,1410150000365,RM ALPHA SALONS 062X0125,,Inventory Item,,Nail Care,,CNAI01,
3486,1410150000366,RM BLUE TEAL 17P 015 HEX 001,,Inventory Item,,Nail Care,,CNAI01,
3487,1410150000367,RM HERBAL PC 5882,,Inventory Item,,HHH - Industrial,,CIND01,
3488,1410150000368,RM AMETHYST 70838,,Inventory Item,,Make-up,,CMAK01,
9058,1410150000369,RM LA BLACK 72312,,Inventory Item,,Make-up,,CMAK01,
9159,1410150000370,RM COBALT 0HZ5,,Inventory Item,,Make-up,,,
9160,1410150000371,RM FOREVER HIM 72311,,Inventory Item,,Make-up,,,
9161,1410150000372,RM DI Water,,Inventory Item,,Nail Care,,CNAI01,
15742,1410150000373,RM BBO 21734,,Inventory Item,,Nail Care,,CNAI01,
25576,1410150000374,RM Yellow 1882,,Inventory Item,,,,,
25577,1410150000375,RM White 1981,,Inventory Item,,,,,
29829,1410150000376,RM FRAG WOOD SAGE,,Inventory Item,,Make-up,,CMAK01,
29830,1410150000377,RM FRAG NUMBER 5,,Inventory Item,,Make-up,,CMAK01,
29831,1410150000378,RM FRAG BLOOMING BOUQUET,,Inventory Item,,Make-up,,CMAK01,
14710,1411180200001,"SPECIAL CR (8 1/2 x 8, 4 PLY) PLAIN, COLOR CODED",,Non-inventory Item,,,,,
18798,1411180200002,"SPECIAL CR (11 x 9 1/2, 4 PLY) PLAIN, COLOR CODED",,Non-inventory Item,,,,,
29625,1411180500001,Customized Cheque in Continuous Form,,Non-inventory Item,,Common,,,
8121,1411182300002,CNS FORM CHECKLIST FOR BMR,,Non-inventory Item,,,,,
8137,1411182300003,CNS FORM DAILY PACKING REPORT NAIL IMPLEMENTS,,Non-inventory Item,,,,,
8118,1411182300052,CNS FORM ONLINE PACKAGING INSPECTION REPORT,,Non-inventory Item,,,,,
26387,1411182300053,"FORM CODING AND LABELING INSPECTION CHECKLIST, REAM",,Non-inventory Item,,Common,,,
8117,1411182300060,CNS FORM CHIC REPORT FINISHED GOODS RECEIVING,,Non-inventory Item,,,,,
8124,1411182300841,CNS FORM RETURN SLIP @ 50 SETS/PAD,,Non-inventory Item,,,,,
8114,1411182301181,CNS FORM CONTINUOUS SI 14X9 1/2IN 6PLY,,Non-inventory Item,,,,,
8115,1411182301182,CNS FORM CONTINUOUS DR 14X9 1/2IN 4PLY,,Non-inventory Item,,,,,
8134,1411182301191,CNS FORM DELIVERY RECEIPT 6 1/2X8 1/2IN 4PLY,,Non-inventory Item,,,,,
8126,1411182301203,CNS FORM TRADE RETURNS DOCUMENT 8.5X11IN 3PLY,,Non-inventory Item,,,,,
8122,1411182301204,CNS FORM REQUEST FOR STOCK 6X8.5IN 3 PLY,,Non-inventory Item,,,,,
8130,1411182301235,CNS FORM TRADE ASSET PLACEMENT CHIC CENTRE,,Non-inventory Item,,,,,
8131,1411182301236,CNS FORM TRADE ASSET RETRIEVAL CHIC CENTRE,,Non-inventory Item,,,,,
8129,1411182301237,CNS FORM TRADE ASSET SERVICE REPORT,,Non-inventory Item,,,,,
8125,1411182301251,CNS FORM RECIEPT PROVISIONAL CHIC 9X7IN 4PLY,,Non-inventory Item,,,,,
8136,1411182301274,CNS FORM CARGO PRE-NUMBER 6X8.5IN 3PLY,,Non-inventory Item,,,,,
8123,1411182301277,CNS FORM REQUISITION & ISSUE SLIP CHIC CENTRE,,Non-inventory Item,,,,,
8116,1411182301284,CNS FORM CARBONLESS RECEIPT COLLECTION 9X7IN 4PLY,,Non-inventory Item,,,,,
8132,1411182301336,CNS FORM QC FG INSPECTION 8.5X11IN,,Non-inventory Item,,,,,
8119,1411182303685,CNS FORM DAILY PACKAGING REPORT 8.5X11,,Non-inventory Item,,,,,
8452,1411182304128,CNS FORM CONTINUOUS PO 8.5X11IN 5PLY,,Non-inventory Item,,,,,
23961,1411182304129,CNS FORM CONTINUOUS PO 8.5X11IN 3PLY,,Non-inventory Item,,,,,
8133,1411182304224,CNS FORM QC INSPECTION CHECKLIST 8.55X5.5IN,,Non-inventory Item,,,,,
8204,1411182304844,CNS DISPENSER TISSUE INTERLEAVE 12.5X13X26.5,,Non-inventory Item,,,,,
8098,141118304128,CNS FORM CONTINUOUS PO 8.5X11IN 5PLY,,Non-inventory Item,,,,,
