Internal ID,Internal ID,ID,STORE CODE,Name,Top Level Parent,ID,Name,Company Name,Business Style,Philippines Business Style,Status,Billing Address 1,Billing City,Billing State/Province,Billing Zip,Date Created
6635,6635,CROBI04LE1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-LUISITA ENG,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-LUISITA ENG,,ROBINSONS LAND COPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
10420,10420,CROBI04LM1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-SAN FERNANDO CITY LA UNION MOVIEWORLD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-SAN FERNANDO CITY LA UNION MOVIEWORLD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,21-Oct-2022 1:36 pm
6636,6636,CROBI04LO1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND LIPA O&M ENG'G DEPT.,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND LIPA O&M ENG'G DEPT.,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6637,6637,CROBI04LP1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-LAS PIÑAS,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-LAS PIÑAS,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6638,6638,CROBI04LP2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP-LAS PIÑAS ENG,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP-LAS PIÑAS ENG,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6639,6639,CROBI04LR1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-ROXAS FOOD SERVICE,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-ROXAS FOOD SERVICE,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6640,6640,CROBI04LU1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-LUISITA,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-LUISITA,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6641,6641,CROBI04LU2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-SAN FERNANDO LA UNION,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-SAN FERNANDO LA UNION,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6643,6643,CROBI04MA,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-MANILA-MOVIEWORLD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-MANILA-MOVIEWORLD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6644,6644,CROBI04MB1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-BACOLOD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-BACOLOD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6645,6645,CROBI04MC1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-MAGNOLIA CARPARK,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-MAGNOLIA CARPARK,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6646,6646,CROBI04MC2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-METRO EAST CARPARK,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-METRO EAST CARPARK,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6647,6647,CROBI04MC3,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-MANILA CARPARK,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-MANILA CARPARK,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6648,6648,CROBI04ME1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-METROEAST ENG'G.,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-METROEAST ENG'G.,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6649,6649,CROBI04ME2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-METRO EAST,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-METRO EAST,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6650,6650,CROBI04ME3,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-MAGNOLIA ENG'G.,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-MAGNOLIA ENG'G.,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6651,6651,CROBI04ME4,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-MAGNOLIA EXPANSION,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-MAGNOLIA EXPANSION,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6652,6652,CROBI04MF1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-MAGNOLIA FOOD SVC.,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-MAGNOLIA FOOD SVC.,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6653,6653,CROBI04MM1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-MANILA O&M ENG'G,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-MANILA O&M ENG'G,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
10415,10415,CROBI04MM2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND MAGNOLIA EXP MOVIEWORLD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND MAGNOLIA EXP MOVIEWORLD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABLE TOWER, ADB AVE. COR. POVEDA ST.",ORTIGAS PASIG CITY,MNLA,,21-Oct-2022 10:55 am
6654,6654,CROBI04MO1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND METROEAST O&M ENG'G. DEPT,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND METROEAST O&M ENG'G. DEPT,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6655,6655,CROBI04MT1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-TACLOBAN-MATERIAL,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-TACLOBAN-MATERIAL,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6656,6656,CROBI04NC1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-NAGA CITY MALL OPERATIONS,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-NAGA CITY MALL OPERATIONS,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6657,6657,CROBI04NC2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-NOVALICHES CARPARK,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-NOVALICHES CARPARK,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
9938,9938,CROBI04NM1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-NUSTAR MALL HOUSEKEEPING,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-NUSTAR MALL HOUSEKEEPING,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,26-Jul-2022 2:26 pm
6658,6658,CROBI04OE1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-OTIS ENG'G.,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-OTIS ENG'G.,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
10568,10568,CROBI04OM1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-ORMOC MOVIEWORLD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-ORMOC MOVIEWORLD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABLE TOWER, ADB AVE. COR. POVEDA ST.",ORTIGAS PASIG CITY,MNLA,,23-Nov-2022 9:23 am
6659,6659,CROBI04OP1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPHO-OFF. PRESIDENT,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPHO-OFF. PRESIDENT,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"LOWER LEVEL,WESTLANE,ROBINSONS GALL",QUEZON CITY,,,14-Dec-2021 1:28 pm
6660,6660,CROBI04PA1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP-CAINTA CC,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP-CAINTA CC,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,,,14-Dec-2021 1:28 pm
6661,6661,CROBI04PA5,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-PALAWAN MOVIEWORLD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-PALAWAN MOVIEWORLD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6662,6662,CROBI04PA6,,ROBINSONS LAND CORPORATION : ROBINSONSLAND CORPORATION-PALAWAN HOUSEKEEPING,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONSLAND CORPORATION-PALAWAN HOUSEKEEPING,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6663,6663,CROBI04PI1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-ILOILO MOVIE WORLD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-ILOILO MOVIE WORLD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6664,6664,CROBI04PI2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-PAVIA ILOILO,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-PAVIA ILOILO,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6665,6665,CROBI04PL1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.- LIPA HOUSEKEEPING,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.- LIPA HOUSEKEEPING,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6666,6666,CROBI04PM1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP-PANGASINAN MW,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP-PANGASINAN MW,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,,,14-Dec-2021 1:28 pm
6667,6667,CROBI04PO1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP-PIONEER CC,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP-PIONEER CC,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6668,6668,CROBI04PO2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-PANGASINAN O&M ENG'G. DEP,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-PANGASINAN O&M ENG'G. DEP,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6669,6669,CROBI04PP1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-GO HOTEL PUERTO PRINCESA,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-GO HOTEL PUERTO PRINCESA,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6670,6670,CROBI04PT1,,ROBINSONS LAND CORPORATION : ROBINSONSLAND CORPORATION-FORT RESIDENCES COND.,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONSLAND CORPORATION-FORT RESIDENCES COND.,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6671,6671,CROBI04PV1,,ROBINSONS LAND CORPORATION : ROBINSONSLAND CORPORATION-PAVIA MOVIEWORLD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONSLAND CORPORATION-PAVIA MOVIEWORLD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6672,6672,CROBI04RA1,,ROBINSONS LAND CORPORATION : ROBINSONSLAND CORPORATION-ANGELES MW,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONSLAND CORPORATION-ANGELES MW,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6673,6673,CROBI04RB1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-TAGAYTAY HK,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-TAGAYTAY HK,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"LOWER LEVEL,WESTLANE,ROBINSONS GALL",QUEZON CITY,,,14-Dec-2021 1:28 pm
6674,6674,CROBI04RB2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-MANILA FOOD SERVICE,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-MANILA FOOD SERVICE,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6675,6675,CROBI04RC1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORPORATION-CAINTA COMMERCIAL CENTER,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORPORATION-CAINTA COMMERCIAL CENTER,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6677,6677,CROBI04RD1,,ROBINSONS LAND CORPORATION : ROBINSONSLAND CORPORATION-DASMA HOUSEKEEPING,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONSLAND CORPORATION-DASMA HOUSEKEEPING,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6678,6678,CROBI04RD2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-DASMA MOVIEWORLD,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-DASMA MOVIEWORLD,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6679,6679,CROBI04RF1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-ROXAS FOOD SERVICE,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-ROXAS FOOD SERVICE,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6680,6680,CROBI04RG1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP- GENSAN MO,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP- GENSAN MO,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6681,6681,CROBI04RG2,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP-GALLERIA ENG'G.,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP-GALLERIA ENG'G.,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"LOWER LEVEL,WESTLANE,ROBINSONS GALL",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6682,6682,CROBI04RG3,,ROBINSONS LAND CORPORATION : ROBINSONSLAND CORPORATION-GALLERIA CARPARK,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONSLAND CORPORATION-GALLERIA CARPARK,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6683,6683,CROBI04RG4,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-GALLERIA HOUSEKEPING,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-GALLERIA HOUSEKEPING,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6684,6684,CROBI04RH1,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-ROBINSONS HOMES,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-ROBINSONS HOMES,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6685,6685,CROBI04RI1,,ROBINSONS LAND CORPORATION : ROBINSONSLAND CORPORATION-FORUM HOUSEKEEPING,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONSLAND CORPORATION-FORUM HOUSEKEEPING,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6686,6686,CROBI04RI2,,ROBINSONS LAND CORPORATION : ROBINSONSLAND CORPORATION-ROBINSONS PLACE,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONSLAND CORPORATION-ROBINSONS PLACE,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
6687,6687,CROBI04RI3,,ROBINSONS LAND CORPORATION : ROBINSONS LAND CORP.-ILOILO FOOD SERVICE,CROBI04000 ROBINSONS LAND CORPORATION,CROBI04000,ROBINSONS LAND CORPORATION,ROBINSONS LAND CORP.-ILOILO FOOD SERVICE,,ROBINSONS LAND CORPORATION,CUSTOMER-Closed Won,"43/F ROBINSONS EQUITABE TOWER, ADB AVE. COR. POVEDA ST. ORTIGAS CTR.",PASIG CITY,MNLA,,14-Dec-2021 1:28 pm
